query,target,uniprot_id,bits,evalue,fident,database
Q8DVG0,MGYP003310215311.pdb.gz,,354,9.558e-05,0.091,results_esm30
Q8DWI8,MGYP000212673121.pdb.gz,,353,1.702e-06,0.068,results_esm30
Q8DSI2,MGYP003609683070.pdb.gz,,353,2.941e-06,0.119,results_esm30
Q8DSZ7,MGYP003630837383.pdb.gz,,352,1.454e-06,0.071,results_esm30
I6L913,MGYP002592259352.pdb.gz,,349,2.336e-07,0.104,results_esm30
Q8DVG2,MGYP000483119921.pdb.gz,,347,1.992e-07,0.1,results_esm30
Q8DUZ2,MGYP000462446773.pdb.gz,,345,8.246e-07,0.111,results_esm30
Q8DTW4,MGYP003619178746.pdb.gz,,335,2.055e-06,0.062,results_esm30
Q8DV46,MGYP001089425838.pdb.gz,,330,0.0001392,0.085,results_esm30
Q8DSY9,MGYP001127084082.pdb.gz,,330,3.515e-05,0.052,results_esm30
Q8DRR7,MGYP003365858355.pdb.gz,,323,4.252e-06,0.076,results_esm30
Q8DSE8,MGYP002513396273.pdb.gz,,323,1.053e-06,0.121,results_esm30
Q8DVE7,MGYP000593553648.pdb.gz,,321,7.267e-07,0.089,results_esm30
Q8DSI5,MGYP003293675794.pdb.gz,,318,5.261e-07,0.121,results_esm30
Q8DVT3,MGYP003374613870.pdb.gz,,317,3.612e-06,0.121,results_esm30
Q8DTP1,MGYP000535522072.pdb.gz,,310,0.0004216,0.147,results_esm30
Q8DRT6,MGYP002640891343.pdb.gz,,310,1.059e-06,0.048,results_esm30
Q8DTS6,MGYP000415120438.pdb.gz,,310,1.913e-06,0.048,results_esm30
Q8DSQ1,MGYP000852388857.pdb.gz,,306,0.0004366,0.069,results_esm30
Q8DV11,MGYP000883161357.pdb.gz,,303,1.282e-05,0.063,results_esm30
Q8DTL7,MGYP000073371225.pdb.gz,,303,0.001083,0.138,results_esm30
Q8DRU3,MGYP001012071278.pdb.gz,,302,4.621e-06,0.112,results_esm30
Q8DW48,MGYP000446602947.pdb.gz,,302,0.0003649,0.084,results_esm30
Q8DTZ8,MGYP003582454957.pdb.gz,,300,0.0004262,0.056,results_esm30
Q8DTX0,MGYP001116182888.pdb.gz,,298,0.0006922,0.094,results_esm30
Q8DSE0,MGYP003484716400.pdb.gz,,295,0.0001365,0.117,results_esm30
Q8DSA4,MGYP001434120747.pdb.gz,,293,9.441e-06,0.053,results_esm30
Q8DV31,MGYP000789839517.pdb.gz,,293,1.517e-05,0.089,results_esm30
Q8DWJ9,MGYP003365283025.pdb.gz,,291,9.696e-06,0.083,results_esm30
Q8DVG9,MGYP000613567911.pdb.gz,,290,2.675e-05,0.103,results_esm30
Q8DVH8,MGYP000740212748.pdb.gz,,288,5.713e-05,0.117,results_esm30
Q8DUM1,MGYP003082031898.pdb.gz,,287,1.774e-05,0.08,results_esm30
Q8DSK9,MGYP001271794986.pdb.gz,,286,8.225e-06,0.128,results_esm30
Q8DWN3,MGYP000048102855.pdb.gz,,286,1.056e-05,0.147,results_esm30
Q8DUL3,MGYP003377083424.pdb.gz,,274,0.001148,0.131,results_esm30
Q8DSR7,MGYP002798132689.pdb.gz,,273,2.264e-05,0.141,results_esm30
Q8DUE8,MGYP001556277996.pdb.gz,,271,0.0002039,0.068,results_esm30
Q8CMD5,MGYP000984896530.pdb.gz,,271,0.0003352,0.068,results_esm30
Q8DTV4,MGYP003291567916.pdb.gz,,271,0.0001576,0.127,results_esm30
Q8DV32,MGYP001186303286.pdb.gz,,258,0.0001517,0.08,results_esm30
Q8DVQ1,MGYP003195866744.pdb.gz,,258,0.0001259,0.129,results_esm30
Q8DVN1,MGYP002539784921.pdb.gz,,257,0.000318,0.119,results_esm30
Q8DRT0,MGYP003594022979.pdb.gz,,248,0.0003208,0.122,results_esm30
Q8DV27,MGYP001505195132.pdb.gz,,247,0.001058,0.076,results_esm30
Q8DW65,MGYP000849282118.pdb.gz,,244,0.002582,0.103,results_esm30
Q8DRR4,MGYP001268816361.pdb.gz,,241,0.0001602,0.173,results_esm30
Q8DUV3,MGYP000173248784.pdb.gz,,239,0.01182,0.067,results_esm30
Q8DUU9,MGYP001054025016.pdb.gz,,227,0.003386,0.096,results_esm30
Q8DVI5,MGYP001776672912.pdb.gz,,226,0.01024,0.12,results_esm30
Q8DUX3,MGYP000201337824.pdb.gz,,222,0.0008708,0.055,results_esm30
Q8DU40,MGYP003379768141.pdb.gz,,214,0.01139,0.069,results_esm30
Q8DTZ9,MGYP002641485709.pdb.gz,,212,0.01204,0.116,results_esm30
Q8DUX2,MGYP001113894898.pdb.gz,,209,0.001818,0.128,results_esm30
Q8DU58,MGYP000644535878.pdb.gz,,209,0.003628,0.116,results_esm30
Q8DTF6,MGYP003596350761.pdb.gz,,206,0.01368,0.111,results_esm30
Q8DVC8,MGYP000139003493.pdb.gz,,203,0.003245,0.08,results_esm30
Q8DWN7,MGYP001066676230.pdb.gz,,202,0.01136,0.161,results_esm30
Q8DSC5,MGYP000932584166.pdb.gz,,195,0.03811,0.105,results_esm30
Q8DVR6,MGYP000944004172.pdb.gz,,180,0.104,0.076,results_esm30
Q8DRS2,MGYP000135625184.pdb.gz,,179,0.01204,0.078,results_esm30
Q8DW55,MGYP000492859149.pdb.gz,,173,0.1111,0.065,results_esm30
Q8DVP0,MGYP002599024694.pdb.gz,,170,0.08916,0.098,results_esm30
Q8DUE6,MGYP003485341704.pdb.gz,,167,0.08495,0.098,results_esm30
Q8DU78,MGYP003302438519.pdb.gz,,165,0.1442,0.082,results_esm30
Q8DTW5,MGYP000947396744.pdb.gz,,162,0.07271,0.066,results_esm30
Q8DSC9,MGYP001940897847.pdb.gz,,157,0.03688,0.072,results_esm30
Q8DVS4,MGYP002711874331.pdb.gz,,154,0.04388,0.047,results_esm30
Q8DU92,MGYP001561647073.pdb.gz,,151,0.04289,0.098,results_esm30
Q8DV24,MGYP000882563075.pdb.gz,,149,0.04461,0.118,results_esm30
Q8DRZ2,MGYP003464015533.pdb.gz,,144,0.2217,0.144,results_esm30
Q8DUI7,MGYP003296693515.pdb.gz,,142,0.1962,0.085,results_esm30
Q8DSS9,MGYP001317346590.pdb.gz,,139,0.5972,0.096,results_esm30
Q8DVD2,MGYP003292625373.pdb.gz,,139,0.2409,0.105,results_esm30
Q8DUX8,MGYP003292478544.pdb.gz,,138,0.1346,0.122,results_esm30
Q8DRZ9,MGYP001603976572.pdb.gz,,136,0.1622,0.103,results_esm30
Q8DTW8,MGYP000027922068.pdb.gz,,130,0.17,0.145,results_esm30
Q8DSR6,MGYP000963477882.pdb.gz,,127,1.372,0.074,results_esm30
Q8DUU6,MGYP001604802281.pdb.gz,,126,0.2681,0.166,results_esm30
Q8DT89,MGYP002626459539.pdb.gz,,119,1.117,0.083,results_esm30
Q8DRX4,MGYP000586632948.pdb.gz,,118,1.352,0.166,results_esm30
Q8DWA0,MGYP000733548184.pdb.gz,,115,1.85,0.099,results_esm30
Q8DTM6,MGYP001548797828.pdb.gz,,111,1.697,0.132,results_esm30
Q8DTW1,MGYP001199968183.pdb.gz,,108,1.957,0.165,results_esm30
Q8DW70,MGYP004264397997.pdb.gz,,107,1.079,0.136,results_esm30
Q8DSL8,MGYP001415458130.pdb.gz,,104,1.682,0.092,results_esm30
Q8DV86,MGYP001559990049.pdb.gz,,102,2.859,0.117,results_esm30
Q8DSD6,MGYP001485519893.pdb.gz,,101,3.236,0.07,results_esm30
Q8DUD6,MGYP002860777816.pdb.gz,,99,1.927,0.152,results_esm30
Q8DUX7,MGYP003395155095.pdb.gz,,96,2.769,0.162,results_esm30
Q8DT85,MGYP000473234819.pdb.gz,,96,4.471,0.168,results_esm30
Q8DW07,MGYP001205566873.pdb.gz,,92,5.39,0.134,results_esm30
Q8DT21,MGYP000063608405.pdb.gz,,76,7.062,0.193,results_esm30
Q8DS98,MGYP000979630151.pdb.gz,,75,9.561,0.098,results_esm30
Q8DUY0,AF-A0A660S8M7-F1-model_v4,A0A660S8M7,1920,1.437e-35,0.077,results_afdb50
Q8DTH6,AF-A0A1V5XFE9-F1-model_v4,A0A1V5XFE9,1688,3.014e-31,0.082,results_afdb50
Q8DW46,AF-A0A7X6VHV9-F1-model_v4,A0A7X6VHV9,1644,6.8410000000000004e-34,0.086,results_afdb50
Q8DSL6,AF-A0A564T927-F1-model_v4,A0A564T927,1485,2.053e-27,0.078,results_afdb50
Q8DRV8,AF-A0A4Q4ICP0-F1-model_v4,A0A4Q4ICP0,1482,1.2530000000000001e-25,0.086,results_afdb50
Q8DWC5,AF-A0A1C5ICF3-F1-model_v4,A0A1C5ICF3,1389,2.4250000000000002e-30,0.061,results_afdb50
Q8DT37,AF-A0A0R1VXF9-F1-model_v4,A0A0R1VXF9,1312,6.595000000000001e-31,0.07,results_afdb50
Q8DVS5,AF-A0A7X1RN45-F1-model_v4,A0A7X1RN45,1296,1.394e-29,0.056,results_afdb50
P34001,AF-A0A417HPG4-F1-model_v4,A0A417HPG4,1285,6.736e-28,0.076,results_afdb50
Q8DV34,AF-A0A116QBT8-F1-model_v4,A0A116QBT8,1261,7.837e-23,0.081,results_afdb50
Q8DVL0,AF-R2PZC8-F1-model_v4,R2PZC8,1260,1.82e-29,0.052,results_afdb50
Q8DUW6,AF-A0A0Z8HG67-F1-model_v4,A0A0Z8HG67,1248,1.7310000000000001e-26,0.073,results_afdb50
Q8DT19,AF-Q8DT19-F1-model_v4,Q8DT19,1242,1.497e-21,0.079,results_afdb50
Q8DTF8,AF-A0A0U5P0B9-F1-model_v4,A0A0U5P0B9,1207,4.4360000000000005e-26,0.082,results_afdb50
Q8DUS0,AF-A0A2L0D300-F1-model_v4,A0A2L0D300,1176,2.585e-23,0.088,results_afdb50
Q8DVH0,AF-A0A419UW91-F1-model_v4,A0A419UW91,1149,4.907e-27,0.078,results_afdb50
Q8DTC5,AF-E8KUK2-F1-model_v4,E8KUK2,1133,2.679e-23,0.071,results_afdb50
Q8DVI6,AF-A0A172Q590-F1-model_v4,A0A172Q590,1117,5.587e-24,0.076,results_afdb50
Q8DWJ6,AF-A0A1X1FSZ0-F1-model_v4,A0A1X1FSZ0,1097,6.365e-25,0.077,results_afdb50
Q8DTL4,AF-A0A1V5WEL2-F1-model_v4,A0A1V5WEL2,1093,2.087e-25,0.065,results_afdb50
Q8DUR0,AF-A0A3R8SF49-F1-model_v4,A0A3R8SF49,1087,2.5110000000000002e-25,0.087,results_afdb50
Q8DVH9,AF-A0A1L7LKY8-F1-model_v4,A0A1L7LKY8,1075,1.329e-23,0.059,results_afdb50
Q8DVH1,AF-A0A6H0UQ49-F1-model_v4,A0A6H0UQ49,1059,2.246e-24,0.091,results_afdb50
Q8DU59,AF-A0A2I1UEG5-F1-model_v4,A0A2I1UEG5,1051,6.68e-25,0.084,results_afdb50
Q8DSF8,AF-E3CFZ8-F1-model_v4,E3CFZ8,1018,4.267999999999999e-22,0.072,results_afdb50
Q8DVG3,AF-A0A897MSF7-F1-model_v4,A0A897MSF7,1011,2.643e-24,0.07,results_afdb50
Q8DTB0,AF-A0A285BCW2-F1-model_v4,A0A285BCW2,991,5.588e-23,0.071,results_afdb50
Q8DW28,AF-A0A233VF43-F1-model_v4,A0A233VF43,987,3.362e-19,0.076,results_afdb50
Q8DVT4,AF-A0A285XL33-F1-model_v4,A0A285XL33,967,8.555e-23,0.076,results_afdb50
Q8DV05,AF-A0A2T2WK89-F1-model_v4,A0A2T2WK89,953,2.169e-16,0.096,results_afdb50
Q8DT50,AF-O31502-F1-model_v4,O31502,952,1.6009999999999998e-22,0.072,results_afdb50
Q8DV84,AF-A0A841PXP3-F1-model_v4,A0A841PXP3,945,3.4629999999999996e-22,0.067,results_afdb50
Q8DT20,AF-A0A3P1VMH7-F1-model_v4,A0A3P1VMH7,930,4.293e-21,0.087,results_afdb50
I6L8Y8,AF-A0A6A8QQ97-F1-model_v4,A0A6A8QQ97,925,1.14e-21,0.132,results_afdb50
Q8DU08,AF-A0A348UZ54-F1-model_v4,A0A348UZ54,918,7.178e-17,0.066,results_afdb50
Q8DTP0,AF-A0A7M3MNA5-F1-model_v4,A0A7M3MNA5,917,5.35e-18,0.068,results_afdb50
Q8DSY3,AF-A0A166U616-F1-model_v4,A0A166U616,914,4.416e-20,0.077,results_afdb50
Q8DUZ1,AF-A0A7C3JBU0-F1-model_v4,A0A7C3JBU0,912,8.434e-18,0.061,results_afdb50
Q8DT65,AF-A0A847NCZ6-F1-model_v4,A0A847NCZ6,908,1.95e-21,0.053,results_afdb50
Q8DWA2,AF-A0A523CGH1-F1-model_v4,A0A523CGH1,899,4.756e-21,0.087,results_afdb50
Q8DS09,AF-A0A0R2J7I2-F1-model_v4,A0A0R2J7I2,897,2.758e-21,0.063,results_afdb50
Q8DUM0,AF-A0A356BYC8-F1-model_v4,A0A356BYC8,872,6.949e-21,0.089,results_afdb50
Q8DV06,AF-A0A109RH21-F1-model_v4,A0A109RH21,868,2.18e-20,0.052,results_afdb50
Q8DUP2,AF-D4CJN1-F1-model_v4,D4CJN1,862,1.926e-18,0.078,results_afdb50
Q8DVA9,AF-A0A4J2BN04-F1-model_v4,A0A4J2BN04,856,2.364e-20,0.024,results_afdb50
Q8DV93,AF-A0A2J9QFE5-F1-model_v4,A0A2J9QFE5,856,9.751e-15,0.067,results_afdb50
Q8DWI5,AF-A0A172Q899-F1-model_v4,A0A172Q899,856,7.696e-16,0.086,results_afdb50
Q8DU02,AF-S6FKB4-F1-model_v4,S6FKB4,849,1.365e-13,0.047,results_afdb50
Q8DV77,AF-A0A1I0SFU9-F1-model_v4,A0A1I0SFU9,846,1.579e-16,0.081,results_afdb50
Q8DRW0,AF-F8DFJ4-F1-model_v4,F8DFJ4,842,4.913e-16,0.092,results_afdb50
Q8DVP5,AF-A0A380IND7-F1-model_v4,A0A380IND7,839,3.8760000000000004e-20,0.088,results_afdb50
Q8DUS7,AF-A0A380JGB8-F1-model_v4,A0A380JGB8,838,2.16e-15,0.074,results_afdb50
Q8DUU7,AF-A0A1S1EER8-F1-model_v4,A0A1S1EER8,833,4.825e-19,0.098,results_afdb50
Q8DU45,AF-A0A033V6X7-F1-model_v4,A0A033V6X7,828,8.666e-20,0.063,results_afdb50
Q8DT79,AF-A0A1Y0L5H1-F1-model_v4,A0A1Y0L5H1,826,2.452e-17,0.101,results_afdb50
Q8DS10,AF-A0A6G8HXI7-F1-model_v4,A0A6G8HXI7,826,3.43e-15,0.105,results_afdb50
Q8DVI0,AF-A0A1Z5I9L8-F1-model_v4,A0A1Z5I9L8,824,2.806e-19,0.101,results_afdb50
Q8DUY7,AF-A0A033V6X7-F1-model_v4,A0A033V6X7,820,3.111e-19,0.056,results_afdb50
I6L904,AF-A0A3R6DIK7-F1-model_v4,A0A3R6DIK7,818,5.658e-18,0.077,results_afdb50
Q8DVA5,AF-A0A2H0FQ32-F1-model_v4,A0A2H0FQ32,817,1.553e-15,0.085,results_afdb50
Q8DSI9,AF-G6F9Y9-F1-model_v4,G6F9Y9,796,1.695e-18,0.052,results_afdb50
Q8DT82,AF-A0A3L9DM83-F1-model_v4,A0A3L9DM83,793,2.762e-17,0.079,results_afdb50
Q8DVZ0,AF-A0A841CA30-F1-model_v4,A0A841CA30,792,4.141e-18,0.08,results_afdb50
Q8DUY6,AF-A0A3A8WI91-F1-model_v4,A0A3A8WI91,778,2.773e-18,0.077,results_afdb50
Q8DT99,AF-A0A7C7EJG3-F1-model_v4,A0A7C7EJG3,774,2.68e-18,0.056,results_afdb50
Q8DUQ3,AF-A0A6L6JXT7-F1-model_v4,A0A6L6JXT7,773,1.605e-17,0.078,results_afdb50
Q8DS56,AF-A0A1Q8E650-F1-model_v4,A0A1Q8E650,773,6.773e-16,0.081,results_afdb50
Q8DTY8,AF-A0A1Q7HWT9-F1-model_v4,A0A1Q7HWT9,772,9.487e-19,0.073,results_afdb50
Q8DS06,AF-A0A6I4XKQ1-F1-model_v4,A0A6I4XKQ1,771,1.059e-17,0.102,results_afdb50
Q8DW02,AF-A0A152C443-F1-model_v4,A0A152C443,770,8.448e-18,0.073,results_afdb50
Q8DVR4,AF-A0A139NN43-F1-model_v4,A0A139NN43,768,2.923e-18,0.047,results_afdb50
Q8DTK1,AF-A0A1V4D0C6-F1-model_v4,A0A1V4D0C6,765,7.865e-16,0.122,results_afdb50
Q8DS84,AF-G5JV09-F1-model_v4,G5JV09,764,2.369e-16,0.056,results_afdb50
Q8DRY1,AF-A0A2L0D231-F1-model_v4,A0A2L0D231,761,2.014e-12,0.103,results_afdb50
Q8DSZ1,AF-U1PFC9-F1-model_v4,U1PFC9,760,9.335e-18,0.063,results_afdb50
Q8DSS2,AF-A0A838QTG5-F1-model_v4,A0A838QTG5,757,3.313e-17,0.077,results_afdb50
Q8DRW1,AF-A0A7T9LRK5-F1-model_v4,A0A7T9LRK5,742,7.023e-13,0.074,results_afdb50
Q8DUT3,AF-A0A7U9RD53-F1-model_v4,A0A7U9RD53,735,7.028e-14,0.05,results_afdb50
Q8DSM0,AF-Q8DSM0-F1-model_v4,Q8DSM0,734,1.811e-16,0.059,results_afdb50
Q8DST1,AF-A0A2W0HCY6-F1-model_v4,A0A2W0HCY6,722,2.795e-16,0.065,results_afdb50
Q8DU68,AF-A0A7X2XFF0-F1-model_v4,A0A7X2XFF0,721,2.299e-14,0.103,results_afdb50
Q8DSL9,AF-Q8DSL9-F1-model_v4,Q8DSL9,717,4.491e-14,0.042,results_afdb50
Q8DTY9,AF-T0VAC6-F1-model_v4,T0VAC6,710,2.09e-16,0.095,results_afdb50
Q8DU76,AF-A0A2V3ZDV1-F1-model_v4,A0A2V3ZDV1,708,7.112e-16,0.082,results_afdb50
Q8DVJ1,AF-A0A117I089-F1-model_v4,A0A117I089,708,7.515e-15,0.067,results_afdb50
Q8DW41,AF-A0A328YQR4-F1-model_v4,A0A328YQR4,706,2.266e-15,0.128,results_afdb50
Q8DUG6,AF-A0A1V0GB76-F1-model_v4,A0A1V0GB76,699,1.129e-16,0.108,results_afdb50
Q8DTU5,AF-A0A5T5BU36-F1-model_v4,A0A5T5BU36,695,2.588e-16,0.089,results_afdb50
Q8DU32,AF-A0A2A5RY33-F1-model_v4,A0A2A5RY33,691,1.215e-16,0.048,results_afdb50
Q8DW27,AF-A0A7T7F4R9-F1-model_v4,A0A7T7F4R9,690,3.46e-15,0.034,results_afdb50
Q8DTS3,AF-A0A3E2XT75-F1-model_v4,A0A3E2XT75,686,1.138e-15,0.051,results_afdb50
Q8DT22,AF-W5II77-F1-model_v4,W5II77,683,2.644e-14,0.09,results_afdb50
Q8DT94,AF-A0A1F9ZQG1-F1-model_v4,A0A1F9ZQG1,681,1.739e-15,0.085,results_afdb50
Q8DW94,AF-A0A1D7XHE9-F1-model_v4,A0A1D7XHE9,679,2.138e-12,0.092,results_afdb50
Q8DVY0,AF-A0A1Y1YH66-F1-model_v4,A0A1Y1YH66,678,1.451e-12,0.064,results_afdb50
Q8DVZ6,AF-A0A7Y3ATM7-F1-model_v4,A0A7Y3ATM7,677,1.241e-13,0.086,results_afdb50
Q8DUJ6,AF-A0A2J8B559-F1-model_v4,A0A2J8B559,669,1.836e-13,0.061,results_afdb50
Q8DT98,AF-F6B8D1-F1-model_v4,F6B8D1,659,2.074e-14,0.112,results_afdb50
Q8DV76,AF-A0A3L9DVQ5-F1-model_v4,A0A3L9DVQ5,658,1.34e-13,0.092,results_afdb50
Q8DVU2,AF-J3F8H1-F1-model_v4,J3F8H1,653,9.261e-15,0.057,results_afdb50
Q8DU40,AF-A0A7T7F741-F1-model_v4,A0A7T7F741,651,7.114e-13,0.099,results_afdb50
Q8DWG7,AF-A0A518EL85-F1-model_v4,A0A518EL85,645,2.599e-14,0.074,results_afdb50
Q8DU95,AF-A0A352NEU8-F1-model_v4,A0A352NEU8,643,4.111e-13,0.082,results_afdb50
Q8DSX3,AF-A0A1I2A3Y9-F1-model_v4,A0A1I2A3Y9,640,1.038e-13,0.082,results_afdb50
Q8DTA5,AF-Q8DTA5-F1-model_v4,Q8DTA5,638,1.449e-09,0.073,results_afdb50
Q8DTL2,AF-A0A2N1V244-F1-model_v4,A0A2N1V244,631,2.105e-14,0.082,results_afdb50
Q8DVS0,AF-F3YBV2-F1-model_v4,F3YBV2,630,2.862e-14,0.081,results_afdb50
Q8DVQ5,AF-A0A2A5S9I2-F1-model_v4,A0A2A5S9I2,626,5.809e-13,0.096,results_afdb50
Q8DSL5,AF-A0A3R8LVD6-F1-model_v4,A0A3R8LVD6,626,1.987e-12,0.097,results_afdb50
Q8DVA8,AF-A0A0R1RVM4-F1-model_v4,A0A0R1RVM4,622,2.309e-13,0.073,results_afdb50
Q8DUE3,AF-T1ZE89-F1-model_v4,T1ZE89,621,9.145e-13,0.086,results_afdb50
Q8DTE2,AF-A0A829BSU0-F1-model_v4,A0A829BSU0,620,1.607e-14,0.088,results_afdb50
Q8DUY9,AF-A0A1V3Y3R2-F1-model_v4,A0A1V3Y3R2,619,1.371e-10,0.106,results_afdb50
Q8DU43,AF-A0A0P6SFI8-F1-model_v4,A0A0P6SFI8,615,1.385e-10,0.128,results_afdb50
Q8DVZ1,AF-A0A806LU06-F1-model_v4,A0A806LU06,612,6.488e-11,0.088,results_afdb50
I6L8Y5,AF-A0A3D4S446-F1-model_v4,A0A3D4S446,612,3.161e-13,0.116,results_afdb50
Q8DUW7,AF-A0A7Y0N7H7-F1-model_v4,A0A7Y0N7H7,610,1.823e-12,0.05,results_afdb50
Q8DU18,AF-A0A5R9CG59-F1-model_v4,A0A5R9CG59,610,2.081e-13,0.069,results_afdb50
Q8DRR7,AF-A0A2J9QBS1-F1-model_v4,A0A2J9QBS1,609,1.666e-13,0.078,results_afdb50
Q8DWH6,AF-M4YYR0-F1-model_v4,M4YYR0,607,3.655e-14,0.09,results_afdb50
Q8DW90,AF-A0A3A0SE78-F1-model_v4,A0A3A0SE78,604,2.438e-13,0.113,results_afdb50
Q8DVV9,AF-A0A011RQL9-F1-model_v4,A0A011RQL9,604,1.087e-13,0.051,results_afdb50
Q8DW21,AF-A0A0U3RGT9-F1-model_v4,A0A0U3RGT9,599,5.31e-13,0.086,results_afdb50
Q8DUA1,AF-A0A368UIH2-F1-model_v4,A0A368UIH2,598,6.666e-09,0.098,results_afdb50
Q8DU66,AF-A0A5N9CCH6-F1-model_v4,A0A5N9CCH6,593,4.67e-13,0.083,results_afdb50
Q8DTL5,AF-A0A222PAW3-F1-model_v4,A0A222PAW3,592,1.028e-12,0.075,results_afdb50
Q8DSR5,AF-A0A7T7F604-F1-model_v4,A0A7T7F604,585,7.807e-11,0.072,results_afdb50
Q8DSS3,AF-A0A7X8DQB6-F1-model_v4,A0A7X8DQB6,576,9.787e-14,0.099,results_afdb50
Q8DVV8,AF-A0A2A5Y221-F1-model_v4,A0A2A5Y221,574,3.484e-13,0.131,results_afdb50
Q8DTH5,AF-A0A4R4ED26-F1-model_v4,A0A4R4ED26,561,1.136e-12,0.1,results_afdb50
Q8DUR8,AF-A0A7X8PYB6-F1-model_v4,A0A7X8PYB6,555,3.146e-08,0.064,results_afdb50
Q8DVR8,AF-A0A1G6BVP9-F1-model_v4,A0A1G6BVP9,551,5.556e-12,0.076,results_afdb50
Q8DV71,AF-A0A6G9Y8F6-F1-model_v4,A0A6G9Y8F6,548,2.254e-08,0.07,results_afdb50
Q8DU46,AF-F8HDA3-F1-model_v4,F8HDA3,545,8.07e-12,0.079,results_afdb50
Q8DU60,AF-K1LXD9-F1-model_v4,K1LXD9,541,4.489e-12,0.057,results_afdb50
Q8DW89,AF-A0A7Z2PEA6-F1-model_v4,A0A7Z2PEA6,537,3.635e-12,0.122,results_afdb50
Q8DT80,AF-A0A1G6DFY5-F1-model_v4,A0A1G6DFY5,535,1.86e-11,0.068,results_afdb50
Q8DTL9,AF-Q8DTL9-F1-model_v4,Q8DTL9,531,5.358e-11,0.066,results_afdb50
Q8DUK1,AF-R7IUE1-F1-model_v4,R7IUE1,528,1.918e-11,0.1,results_afdb50
Q8DUT9,AF-Q8DUT9-F1-model_v4,Q8DUT9,524,3.075e-10,0.039,results_afdb50
Q8DT11,AF-A0A7R7ELM4-F1-model_v4,A0A7R7ELM4,523,5.522e-11,0.075,results_afdb50
Q8DU47,AF-A0A2T0GCY8-F1-model_v4,A0A2T0GCY8,519,5.781e-12,0.062,results_afdb50
I6L8Z7,AF-A0A1R0WXX3-F1-model_v4,A0A1R0WXX3,519,1.149e-07,0.09,results_afdb50
Q8DSI3,AF-A0A7G9T696-F1-model_v4,A0A7G9T696,517,6.127e-12,0.102,results_afdb50
Q8DTU3,AF-A0A3R7VAP1-F1-model_v4,A0A3R7VAP1,516,6.195e-12,0.101,results_afdb50
Q8DSL7,AF-A0A373B6S9-F1-model_v4,A0A373B6S9,516,1.465e-10,0.075,results_afdb50
Q8DWK9,AF-F5L020-F1-model_v4,F5L020,513,4.105e-11,0.09,results_afdb50
Q8DTG7,AF-A0A7T7F685-F1-model_v4,A0A7T7F685,513,8.725e-11,0.055,results_afdb50
Q8DVI7,AF-A0A239WNP4-F1-model_v4,A0A239WNP4,510,7.81e-08,0.068,results_afdb50
Q8DVX6,AF-G5JWD5-F1-model_v4,G5JWD5,509,3.399e-10,0.081,results_afdb50
Q8DVA7,AF-A0A7X6MX80-F1-model_v4,A0A7X6MX80,506,1.758e-09,0.075,results_afdb50
Q8DTF4,AF-A0A1F7V2H1-F1-model_v4,A0A1F7V2H1,505,9.026e-11,0.108,results_afdb50
Q8DTT5,AF-A0A422LMY8-F1-model_v4,A0A422LMY8,505,1.931e-11,0.047,results_afdb50
Q8DTS0,AF-A0A660ECY2-F1-model_v4,A0A660ECY2,502,1.657e-10,0.095,results_afdb50
Q8DT15,AF-A0A380K9Q0-F1-model_v4,A0A380K9Q0,496,7.991e-11,0.103,results_afdb50
Q8DVT6,AF-A0A7T7F4M5-F1-model_v4,A0A7T7F4M5,492,6.696e-07,0.063,results_afdb50
Q8DWD8,AF-U2RDF1-F1-model_v4,U2RDF1,489,3.384e-10,0.065,results_afdb50
Q8DST0,AF-D7E6K3-F1-model_v4,D7E6K3,485,3.054e-09,0.084,results_afdb50
Q8DUU8,AF-A0A1G5WYN0-F1-model_v4,A0A1G5WYN0,484,1.568e-09,0.074,results_afdb50
Q8DU01,AF-F9Q4W8-F1-model_v4,F9Q4W8,482,7.925e-11,0.104,results_afdb50
Q8DTQ1,AF-F9HIC9-F1-model_v4,F9HIC9,478,4.403e-10,0.073,results_afdb50
Q8DVR1,AF-A0A239WQ24-F1-model_v4,A0A239WQ24,474,1.833e-10,0.088,results_afdb50
Q8DSI7,AF-A0A0E4CTK3-F1-model_v4,A0A0E4CTK3,468,2.972e-07,0.097,results_afdb50
Q8DUV0,AF-A0A359B3X5-F1-model_v4,A0A359B3X5,468,8.756e-09,0.134,results_afdb50
Q8DWB1,AF-A0A2D4QJV3-F1-model_v4,A0A2D4QJV3,466,2.896e-09,0.091,results_afdb50
Q8DTG8,AF-F9LV09-F1-model_v4,F9LV09,459,1.395e-09,0.057,results_afdb50
I6L8Z9,AF-A0A6L8MVV1-F1-model_v4,A0A6L8MVV1,455,7.273e-09,0.022,results_afdb50
Q8DSK8,AF-A0A0F2NSP7-F1-model_v4,A0A0F2NSP7,454,8.202e-08,0.096,results_afdb50
Q8DTN3,AF-A0A6N7VMK3-F1-model_v4,A0A6N7VMK3,449,2.564e-07,0.1,results_afdb50
Q8DVN6,AF-U2IKV7-F1-model_v4,U2IKV7,449,1.914e-08,0.066,results_afdb50
Q8DW34,AF-A0A1V5IPT3-F1-model_v4,A0A1V5IPT3,448,7.637e-07,0.085,results_afdb50
Q8DV58,AF-A0A3B8EDF3-F1-model_v4,A0A3B8EDF3,445,2.155e-07,0.109,results_afdb50
